data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local,casa
2017-10-04T10:07:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 7381/2017, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL672616"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",60,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1604467,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2017-10-04T14:35:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 17/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer a inclusão de participante à audiência pública, a ser feita por essa comissão"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",61,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1604633,analise_relator,NA,Comissão Especial,Comissões
2017-10-04T15:54:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 18/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a inclusão de entidade para participar de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",62,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1604779,analise_relator,NA,Comissão Especial,Comissões
2017-10-09T17:46:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 19/2017, pelo Deputado Andre Moura (PSC-SE), que: ""Requer a inclusão da Associação Nacional dos Procuradores Municipais - ANPM  em audiência pública, a ser feita por essa comissão"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",63,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1607152,analise_relator,NA,Comissão Especial,Comissões
2017-10-17T14:44:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 20/2017, pelo Deputado Carlos Sampaio (PSDB-SP), que: ""Requer a inclusão da Associação Nacional dos Procuradores Municipais - ANPM em Audiência Pública a sr feita por essa Comissão"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",64,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1609894,analise_relator,NA,Comissão Especial,Comissões
2017-10-23T15:53:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 21/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer a realização de audiência pública no âmbito da Comissão Especial com o Desembargador do Tribunal de Justiça do Rio de Janeiro Siro Darlan, para debater o limite remuneratório constitucional"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",65,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1613262,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-10-24T15:43:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 22/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",66,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1613670,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-10-25T16:38:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 23/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer a realização de audiência pública no âmbito da Comissão Especial com o ex-Procurador-Geral da República Claudio Lemos Fonteles, para debater o limite remuneratório constitucional"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",67,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1614259,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-10-26T00:00:00Z,NA,Notificações,"Decisão da Presidência exarada na Reclamação n. 2/2016: ""(......) Ante o exposto, julgo procedente a Reclamação formulada pelo Senhor Deputado Arnaldo Faria de Sá para declarar a nulidade do parecer ao Projeto de Lei n. 3.123/2015 proferido pela CCJC em 24 de novembro de 2015 e de todos os atos subsequentes praticados no âmbito do Plenário. Por oportuno, determino a apensação do Projeto de Lei n. 3.123/2015 ao Projeto de Lei n. 6.726/2016, nos termos do art. 142, caput, combinado com o art. 143, II, “a”, do Regimento Interno da Câmara. Publique-se"".)",2121442,NA,1005,"Prioridade (Art. 151, II, RICD)",69,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,analise_relator,NA,Comissão Especial,Comissões
2017-10-26T00:00:00Z,Pronta para Pauta,Notificação de Apensação,Apensação do PL 3123/2015 a esta proposição.,2121442,924,504,"Prioridade (Art. 151, II, RICD)",70,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-10-26T16:53:00Z,NA,Notificação de Apensação,Apense-se a este(a) o(a) PL-3123/2015.,2121442,NA,504,"Prioridade (Art. 151, II, RICD)",68,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1614932,analise_relator,NA,Comissão Especial,Comissões
2017-10-31T13:55:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 7579/2017, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL672616"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",71,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1616475,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2017-11-06T16:17:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 24/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer a realização de audiência pública no âmbito da Comissão Especial com o Desembargador Federal Fábio Prieto, para debater o limite remuneratório constitucional"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",72,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1617603,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:29:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 25/2017, pelo Deputado Chico Alencar (PSOL-RJ), que: ""Requer seja realizada Audiência Pública da Comissão Especial a fim de conhecer melhor as nuances do texto constitucional no que tange ao teto remuneratório do serviço público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",73,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1618210,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Marcos Rogério que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016.


",2121442,924,195,"Prioridade (Art. 151, II, RICD)",74,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,Aprovado requerimento do Sr. Evair Vieira de Melo que requer a realização de Audiência Pública com presença de representantes do BNDES e do TCU para apresentar o plano de cargos e salários do banco e apresentar posição quanto aos pagamentos que excedem o teto constitucional.,2121442,924,195,"Prioridade (Art. 151, II, RICD)",75,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Goulart que requer a realização de Audiência Pública para discutir o PL nº 6.726, de 2016.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",76,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Carlos Henrique Gaguim que requer a inclusão de participante à audiência pública solicitada pelo requerimento 2/2017, apresentado à esta Comissão.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",77,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",78,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",79,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,Aprovado requerimento da Sra. Alice Portugal que requer a realização de Audiência Pública para discutir o PL nº 6726 de 2016.,2121442,924,195,"Prioridade (Art. 151, II, RICD)",80,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",81,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",82,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Rogério Rosso que requer a inclusão de convidado em audiência pública nesta Comissão para discutir o Projeto de Lei nº 6.726, de 2016 e seu impacto na sociedade.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",83,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Goulart que requer a realização de Audiência Pública para discutir o PL nº 6.726, de 2016.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",84,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Rubens Bueno que requer a inclusão de participante à audiência pública, a ser feita por essa comissão.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",85,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a inclusão de entidade para participar de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",86,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Andre Moura que requer a inclusão da Associação Nacional dos Procuradores Municipais - ANPM  em audiência pública, a ser feita por essa comissão.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",87,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,Aprovado requerimento do Sr. Carlos Sampaio que requer a inclusão da Associação Nacional dos Procuradores Municipais - ANPM em Audiência Pública a sr feita por essa Comissão.,2121442,924,195,"Prioridade (Art. 151, II, RICD)",88,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,NA,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Rubens Bueno que requer a realização de audiência pública no âmbito da Comissão Especial com o Desembargador do Tribunal de Justiça do Rio de Janeiro Siro Darlan, para debater o limite remuneratório constitucional.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",89,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento da Sra. Alice Portugal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",90,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Rubens Bueno que requer a realização de audiência pública no âmbito da Comissão Especial com o ex-Procurador-Geral da República Claudio Lemos Fonteles, para debater o limite remuneratório constitucional.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",91,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-07T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Rubens Bueno que requer a realização de audiência pública no âmbito da Comissão Especial com o Desembargador Federal Fábio Prieto, para debater o limite remuneratório constitucional.",2121442,924,195,"Prioridade (Art. 151, II, RICD)",92,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-11-29T14:08:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 7796/2017, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL672616"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",93,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1626874,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2017-12-13T15:33:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 7913/2017, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL672616"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",94,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1632532,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-02-27T11:38:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8125/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",95,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1641497,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-03-20T09:55:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8284/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16.

"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",96,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1645680,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-04-11T09:04:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8404/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16.
"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",97,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650208,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-05-04T15:48:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8556/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16.
"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",98,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1656906,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-05-29T09:14:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8748/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",99,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1663846,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2018-06-11T17:08:00Z,Pronta para Pauta,Recebimento - Relator,"Apresentação do Parecer do Relator, PRL 1 PL672616, pelo Dep. Rubens Bueno",2121442,924,501,"Prioridade (Art. 151, II, RICD)",100,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1667681,analise_relator,NA,Comissão Especial,Comissões
2018-06-11T17:08:00Z,Pronta para Pauta,Parecer do Relator,"Parecer do Relator, Dep. Rubens Bueno (PPS-PR), pela constitucionalidade, juridicidade, boa técnica legislativa e compatibilidade e adequação orçamentária e financeira do PL 6726/16 e do PL 3123/15, apensado, ambos com emendas saneadoras das inconstitucionalidades apontadas; pela constitucionalidade, juridicidade, boa técnica legislativa e compatibilidade e adequação orçamentária e financeira das Emendas de Plenário de nº 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16 e 17/15; pela inconstitucionalidade, injuridicidade, compatibilidade e adequação orçamentária e financeira das Emendas de Plenário nº 5, 13 e 15/15; e, no mérito, pela aprovação do PL 3123/15, apensado, e das Emendas de Plenário nº 1, 3, 6, 7, 8, 9, 10, 12 e 16/15, com Substitutivo, e pela rejeição do PL 6726/16 e das Emendas de Plenário nº 4, 11, 14 e 17/15.  
",2121442,924,322,"Prioridade (Art. 151, II, RICD)",101,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1667681,analise_relator,parecer_pela_aprovacao_com_substitutivo,Comissão Especial,Comissões
2018-06-12T15:00:00Z,Pronta para Pauta,Pedido de Vista,"Vista conjunta aos Deputados Alberto Fraga, Goulart, Joaquim Passarinho, Jozi Araújo, Júlio Delgado, Laerte Bessa, Lincoln Portela, Nilson Leitão, Pedro Paulo, Rogério Rosso, Rôney Nemer, Sergio Vidigal e Tadeu Alencar.",2121442,924,420,"Prioridade (Art. 151, II, RICD)",102,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,discussao_deliberacao,NA,Comissão Especial,Comissões
2018-06-19T18:10:00Z,Pronta para Pauta,Encerramento de Prazo,Prazo de Vista Encerrado,2121442,924,600,"Prioridade (Art. 151, II, RICD)",103,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,discussao_deliberacao,NA,Comissão Especial,Comissões
2018-06-26T09:47:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 8963/2018, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL6726/16"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",104,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1672274,discussao_deliberacao,requerimento_prorrogacao,Comissão Especial,Comissões
